,Train,Val
0,0.30430438059509557,0.2827904
1,0.28418159143334554,0.27676958
2,0.27457254389445435,0.26904607
3,0.26842175730949397,0.26342264
4,0.26199190871335554,0.26027066
5,0.2574691579103134,0.25903803
6,0.2503847240539969,0.25806862
7,0.24715132160146414,0.25409386
8,0.24410531138121158,0.25253877
9,0.24404850587437957,0.2525057
10,0.23834579870924458,0.2501816
11,0.24094195281416808,0.25066158
12,0.23170139121446018,0.24930795
13,0.23455777949271317,0.2499372
14,0.22684742288587798,0.2502337
15,0.2265586736382147,0.24903868
16,0.22053999770091182,0.24817522
17,0.2203398480780202,0.24743305
18,0.21404985259635156,0.24631767
19,0.21507060589802113,0.24607879
20,0.20773927446018658,0.24756007
21,0.20478121037837985,0.24653709
22,0.2040556116063773,0.24789365
23,0.2000108095587393,0.24327749
24,0.196914531542737,0.2466973
25,0.19597779000532645,0.246531
26,0.19337491281278044,0.24283317
27,0.19059801508891902,0.24852526
28,0.18939557720411815,0.2480345
29,0.18427994688618166,0.24489786
30,0.17724001866322647,0.24489814
31,0.17742225476796772,0.24226904
32,0.17503743590353574,0.24465065
33,0.17142092805403075,0.23966901
34,0.17022104759415552,0.24496986
35,0.16415139494203715,0.24180777
36,0.1623005154260207,0.2418952
37,0.15919107275165104,0.24302351
38,0.15313566732515904,0.2439303
39,0.15118927535914903,0.2423973
40,0.14998422722018237,0.23950514
41,0.14679910188701073,0.24126987
42,0.14651786457689422,0.24449317
43,0.13612549464850146,0.23982975
44,0.13414645773241735,0.2427161
45,0.14128924103924015,0.2463425
46,0.1330563779158468,0.23909587
47,0.12969544487880552,0.23851964
48,0.1275403461772397,0.23872292
49,0.12325347036028698,0.2411726
50,0.12599862078717045,0.24192443
51,0.11672827243878492,0.24121967
52,0.11538569097852464,0.23958711
53,0.10627397908257749,0.24016412
54,0.1082057249331676,0.24201642
55,0.10739684112406794,0.24155784
56,0.10458957216320153,0.2396487
57,0.10282787516166697,0.24316457
58,0.10610348642744617,0.24084964
59,0.0933849770925172,0.2408102
60,0.09250410892494937,0.24071287
61,0.09294465268411699,0.24644005
62,0.09171986450770889,0.2404404
63,0.08936946642321071,0.24020372
64,0.09078960671852775,0.24136277
65,0.09485288562676088,0.24119596
66,0.09250240169376218,0.24055094
67,0.0882549313316056,0.24113224
68,0.08859183898718426,0.24033432
69,0.0866111838817071,0.24296963
70,0.08462201965032264,0.2426272
71,0.09012184436439585,0.24413429
72,0.09178516454337893,0.24483679
73,0.08942607548928522,0.24248579
74,0.09151888284333082,0.24551708
