,Train,Val
0,0.7514243695900706,0.7998494
1,0.6453015651496072,0.7910176
2,0.6192958653183347,0.7660161
3,0.6012045824309162,0.76481414
4,0.5878302358479695,0.76390624
5,0.5750590766896986,0.76350266
6,0.5695838362440908,0.7613731
7,0.5619507670108287,0.75221336
8,0.5453800880606319,0.7529439
9,0.5393072638256089,0.7467778
10,0.538251216051777,0.74920654
11,0.51465188258962,0.75430155
12,0.5053234123355579,0.73946244
13,0.4973851247718203,0.7394531
14,0.49495086975511277,0.73570746
15,0.4838931884811022,0.73655707
16,0.49026189731862213,0.739635
17,0.4792647976822342,0.73394585
18,0.4596453032368329,0.73986757
19,0.46117335295223216,0.7379073
20,0.46280255178134094,0.7316754
21,0.44171465880780025,0.7386788
22,0.4429411164817252,0.7435746
23,0.4388185376761158,0.73560923
24,0.4160343826195417,0.7333362
25,0.4086137744683473,0.7415328
26,0.419431629360815,0.7378668
27,0.4112723302858,0.7344956
28,0.4091392409881348,0.73677677
29,0.3957217934794924,0.7356074
30,0.37505004735734465,0.7422833
31,0.3821147163786068,0.73901
32,0.36801149986148385,0.7414365
33,0.3701568001353186,0.7407027
34,0.368325270008301,0.7406615
35,0.3610001329243267,0.73763853
36,0.35893128757668485,0.73705775
37,0.3659248151021717,0.73846245
38,0.363962124555,0.73723227
39,0.3761236410908538,0.7385055
40,0.35701429363660653,0.73904765
41,0.36348325884224497,0.74009657
42,0.35362366029969056,0.73934233
43,0.36313800000925833,0.7377238
44,0.3550770355254538,0.736192
45,0.35815722789557597,0.7361872
46,0.35920044315298455,0.7387483
47,0.3628870760614764,0.7416572
48,0.35554345976692664,0.7427691
49,0.35645846106185564,0.73730075
50,0.35387343719958925,0.7383069
51,0.34641060824749,0.7415438
52,0.354721793093113,0.73987174
53,0.34999504481535537,0.73873013
54,0.3556709714622693,0.7358746
55,0.35282098186663413,0.7371229
56,0.3495224858667013,0.73884153
57,0.3582683875211035,0.74453855
58,0.3505338801147235,0.7373242
59,0.35293554085896617,0.7379989
60,0.3490451977329463,0.7410696
61,0.3561340764227976,0.7400181
62,0.35913874749067976,0.738586
63,0.35189304940076743,0.73649144
64,0.35862065106630325,0.7365187
65,0.3600170809791354,0.73769456
66,0.3584999514084273,0.7417698
67,0.358157649825423,0.73598146
68,0.36347352245714837,0.7377061
69,0.34131531695847117,0.73678446
70,0.353115838677826,0.74162513
71,0.3587583977051279,0.73752975
72,0.3554172119380557,0.7384822
73,0.35467555370754517,0.73913604
74,0.3478132936320621,0.73672414
